komentar,label
x perpanjangan habis adu pinalti wkwkwkw,1
mending klo gak gak d tanggalin bilang yg d tentukan ini mah perpanjang gak beresnya,0
rakyatmu menjerit rakyatmu susah karna covid rakyatmu susah karna cari nafkah banyak rakyatmu yg udah nahan kelaparan,0
kasian banget oyyy orang susah apalagi bagian kerja harian nggak makan bantuan juga enggak dapet,1
situ enak gaji rakyat perusahaan menghancurkan perekonomian rakyat,1
terus nasipnya seniman gimana pertanggung  saya seniman  sangat bingung ikonomi seniman mwrasa gitu ,1
ayo order aluminium kaca bantu angsuran nih dah bln nunggak,1
di malaysia smua toko pakaian ara tutup penjual ikan sayur jam sore tutup ya bilang smua negara mengalami kesusahan,1
ini namanya level tar ganti tahap glombang trus gk ujungnya,1
saya pedagang keliling dijakarta blm bantuan aj,1
maaf president usul surabaya bansos blt bst pengurangan kasian rakyat nya pandemi covid,1
perpanjang nya tanggung tanggung pak  biar virus nya mati orang nya mati,1
trus aje pa trus seblak aja level nya,1
gragra ppkm gw jdi nganggur cari mkan  membunuh kmi pk kau ,1
ppkm perpanjang enak makan kalo lg enak pengenya nambah trs hahaha,1
saya orang perantauan paksaya orang tua gimana makan gk kerja baik pak,1
ppkm level lama muncul ppkm game over,1
klinik yg tutup bidan perawat dokter menerima pasien trus orang sakit kmn ke puskesmas takut covid rumah sakit maenstrim smua penyakit covid,0
kenapa gak lockdown makan kebutuhan disediakan negara sudah undangundang aturannya kenapa pemerintah mangkir butuh penjelasan,1
berbagi cerita aja gue kerja kantin sekolahan semenjak sekolah tutup gue nganggur ga bantuan sekali setahun gue rebahan ga pendapatan ngandelin simpenan,1
seminggu ya diksh kelonggaran semoga abis levelnya turun dn mall bole buka lagi semoga sehat dn rejekinya amin,1
ppkm darurat rakyatmu udah susah nyari kerjaan suruh tamba susah nyari jalan tembusan,1
sdh sekluarga kmpung nggak bs jkrt pdhl warga gara ppkm syaratnya kebanyakan di nggak bs cari duwit smg cepat bukak jalanya biar syarat ,1
jangan protes ikuti aturan pemerintah sabar sabar sabar kita hanya menunggu lepel,1
ana mah mendingan liat comenya dri pd beritanya ngelantur,1
pak lurah jngan perpanjang ppkm memangnya endak kerja,1
aturan ppkm mempermainkan rakyat bawah aja,1
gw ngebengkel kena oli trus cuci tangan trus pake alkohol la rugi mending beli sebutir nasi,1
nunggu normal kudu sabar ra sabar darah,1
g mikirin rakyat yg kalou kaya orang dapet bansos duit beras mending pa makan kasihani pa,0
ppkm mulu manusia mati karna covid udh ajal nya aja mati kalo ngurangin manusia mati susah pak orang mati,1
bpk sya kerja tukang bangunan jkt semenjak ppkm gabisa kerja karna naek kereta bogor hrus pke surat skrng ga kerja bingung bayar kontrakanlistrikade sekolah mkn sehari hari mirisss,1
sakarep mu mah yg nyari makan ,0
gua kerja d pabrik d phk beralih usaha jual kopi keliling d usir satpam satpolpp sedih banget jual dagangan halal udh kaya jual narkoba,1
lanjukan pak ppkm level setuju lanjuut teruuus,1
pak pengen berangkat sekolah pakk bodoh rumah,1
nama penyiarnya siapa saya tugas merangkum berita nih,1
sy krja pmbantu skrang suru brhnti krna kopit kmpung sy ad bntuan bras tp sy gk kasi ,0
yg sekolah gimana pak gk uraikan,0
yakin cuman sampe level  boncabe aja sampe level ,1
mana bantuan sembako nyasaya gak dapet kali ,1
pengangguran dimana mana maling berkeliaran kasih makan anak istri rakyat geram pak lihatlah tangisan rakyat susah usaha kasih makan mereka,1
yang kaya kaya miskin miskin pintar bodohi bodoh budayakan,1
ya allah manusia iblis rakyat mendrita,1
gimana ni ppkm perpanjang trs gimana nasib rakyat yg ekonomi nya bergantung pariwisa ajor,0
prediksi ppkm desember habis th kampanye pileg pilpres,1
warung nasi buka tp mkn byr dr udah sebulan gk krja krja,1
dukun santet dukun teluh kmna woy tlg kirim santet yg gag mkirkn rakyat nya,0
bnr biadap loh ppkm perpanjang bikin orng susah,1
lucu bpa lugu keras urat malu varian lgi gag ad solusi cba bapa prsdien legowo ngundurin selesai covid ini,1
pak mascid dibuka total kalou ditutup trs diamrahi allah,1
kayaknya bantuan gak sesuai menerimanya blt ketua rt sekeluarganya hahahaha,1
gimana kerja persyaratan yg bayar penerbangan tiket pcr,0
bansos mana bansos omdo ga ada realitanya udah pekan ppkm ga ada bantuan penerintah,1
pegawai tdk terkena dampak covid ppkm gaji ttp lancar,1
selama ppkm mohon seluruh warga indonesia di angkat jadi pns ,1
listrik ta beli kali ia duit susah bantuan ta dapat,1
hati hati peraturan dilenserkan masyarakatmu tua aja peraturan marahin anak sampean siapa,1
manusia meninggal kan ya wajar saja namanya juga makhluk hidup makhluk yang hidup sudah pasti merasakan kematian kok ya pada takut akan kematian,1
sampai level give away nggk nih,1
tambah ajor bos bantuan ngak orang ngak,1
lockdown aja atuh mah kasih rakyat tunjangan juta bulan kan beres ,1
astagfirullahaladzim ya allah semoga menyusahkan orang susah sulitkan akhirat kelak aamiinn,1
ini real ppkm bikin gue d rumahin restoran gue kerja,1
mantap perpanjangan aja ampe late game ampe aldous stack,1
ni level dh pedes bgtt sy sbgai rakyat menderita jaminan yg memadai pmrintah nnti klo smpai level modiaaarrrr jok,0
terus aja lv yg hidup orang kaya,0
ppkm perpanjang kayak udah ngasih bantuan yg layak masyarakatnya blt ditempat udah gk cair pkh gk cair kaya kaya yg miskin di suruh mati kelaparan,0
pak demo kabarnya covid ga ,1
jangan sampe kaya bon cabe levelnya nyampe,1
mudahan chaos hancur semua masyarakat aja yg hancurr,0
ya biasa dr yg sesuai omongan ppkm beres tgl sekian mundur lagi tgl jng kaget kl mundur lagi,0
yang nikah gimana orang ijaban dlu bagus tp bolehkan menikah memiliki dream weddingnya g mewah tp berkesan semoga ppkm kedepannya diperpanjang lg krn kondisional krn tdk tau smpai berakhir ttep jaga kesehatan smua smoga smua sehat aamiin,1
terlalu berbelit belit suka bodohi mentri wkwkwkwkwk,0
terserah km j km makan km kuasai j negri rakyat dh pd muntah mual muak,1
situ mundur aja bagus setres gw hidup kaya gini jangan paksa rakyat agar sehat di negara yang sakit,1
alah mboh sak karepmu pak wes kadong ngelu,1
astaga sampek ni ppkm  makan  getun milih  diawal akir astaga butuh pekerjaan,1
tlg vaksin disebarluaskan tp jgn  berita gagal berhasil nya vaksin aja dibenerin plis vaksin yg bener bagus biar masy nggak parno ama vaksin,0
pake level level ayam geprek aja ,1
ini ppkm season nnti season nya,1
bp atasan aktipin lagih anak sekolah sekolahan rarubuh maap jalama miskin pinter,1
mana atuh bansos teh  eweuh wae te ngasaan bansos aing mah,1
kami musisi cafe gmn nasib astafirallah ya allah kelaparan ,1
yg rasakan mumet pak pemasukan tp pengeluaran trus saya jual batik mall ngenes banget buka sewa jln listrik jg stres banget,0
angka kematian meninggi bukan karena covid pak tapi karena mereka menahan lapar hingga imun mereka menurun sampailah terkena virus covid,1
ya qmpun gimna nasib sya hya kuli pabrikan mna ga ad bntuwan ap negra ko parah amat mah sya dukung tpi tindak nya yg bkin sya sengsara ga kerja ya ga makan aja ketabahan yg senasib sma,0
tutup pom bensin jalan nya   cuman saran aja ya pak tangkap saya ,1
logikanya ga masuk pemikiran gua orang yg fanatik yg percaya,0
bansos gak dapatkerja diliburkan rakyat matii pakkk,1
ra masuk akal ono ppkm gunane opo mek podo wae corona trs sek bahas ngasik kuping e kopok en krungu coron trs,1
ppkm bisa mati kelaparan nih  celaka celakaaa ,1
sya bulan menganggur totalll d mati kelaparan pekerjaan juru parkir tersentuh bantuan,1
perasaan tukang mulungin aqua bekas terus ngorek ngorek bak sampah gak knpa napa ya,1
kalo diperpanjang sampek thn saja masyarakat hutang nya,1
suatu sisi ppkm bagus terlambat bikin sengsara rakyat pengangguran dimana rekor sejarah bandara dermaga ga ditutup,1
ppkm please peduli kondisi masyarakat ,1
sudah gak bantuan pecat  perjangan trus anak mintak duit jajan gak ngasih nasib,1
kalo kaum gaji si ngga terdampak kalo gimana cari nafkah acara sampe ppkm,1
woiiiiii apa pemerintah gak angka kejahatan meningkat masyarakat,1
eeehhh ajalah varian yg lagi bukan covid yg bahayaa depkolektor yg bahaya kita gkan bebas covid anggaran tinggi gda covid bahaya kalian bahaya,0
sing susah jowo nek ppkm perpnjang sing loro kabeh buter terussss,1
lalu dg kluarga pak hidup hari nya makan apa,1
orang hatinya merakyat tapi gak tau berbuat apa makanya pandemi gak selesai padahal pemimpin berani mengambil keputusan tepat cepat sistematis target terukur,1
gak ngomong apa de  pasrah gk kemana gk surat makan terancam ,1
paktolongkami mohon sanggup mengurus negarasilahkan mengundurkan sajadengan aturan yg sngat ketat itutidak menajamin terhindar covidyang mati kurangnya asupan makanan pak,0
ppkm nya dilanjut aja sampe kiamat,1
perpanjangen ae sampek jabatane pean entek rakyat wes kuat ngadepi kenyataan,1
pak mohon maaf ppkm protokol dilepas kalau alasannya menghormati tuna rungu subtitle gimana ya perasaan bahan masker kedap suara,1
terserah dah mao level juga mah pedes,1
pak tukang pasang tenda hajatan nasibnya gimana pak,1
langkah e sampeann iku maksimal konyol,1
wes kono sakkarepe mbahaq nyimak wae,1
yg tdk keberatan dgn ppkm orang mampu,0
dulu respex sma pakde jkwtapi sekrang udak gak respex ku rakyat indonesia udah gak respex sma beliau,1
otak nya dh miring pemimpin abal,1
pak hutangnya nasib km sbgai rakyat,1
masyarakat suruh waspada pemerintah waspada adil yapadahal ppkm merugikan masyarakat bawah,1
yg like buzzerp yg dislike rakyat yuk rame dislike,0
yos sirah aing stres ngilu perpanjang,1
kalau ppkm yg mati kelaparan bnyk yg covid aja yg banyk mati,0
mau pulang kampung susah gara gara pemerintah udah nunggu perpanjang,1
piye kabarmu le  iseh penak jamanku to,1
nih kaya filem tersanjung ber episode negara sayang lupa butuh makan kebutuhan,1
sakarepku to sopo sing kuwoso rakyat cilok podo modyar mah penah kari mikir rakyat sing gede pesen mengko diperpanjang sampe ben gelis kuamat,1
penerapan jam jam sih gk hubungan nya penyebaran kopit pak nya gk masuk,1
trus cicilanq gimna kbarnya klo trsan ppkm ,1
nggak si protees lapar woii usaha susah,1
sebenarnya niat bapak baik namun disisi rakyat menderita bukan perekonomian sulit pengurusan apapun sulit,1
pikir aja warga mikir keluarga unk cari makan unk keluarga anak ppkm tenn ojo pandang pilihblah karuan of,1
cicilan motorku gimana pak siapa bayar kalau gak kerja,1
pak klo emang ga ngurus negara mendingan mundur aja rakyat udah cape sengsara trs,1
penak koe wi bayaran terus ora mandek wes ora oleh bantuan pangan teko negoro kon golek dewe koyo kewan nang alas,1
bekel soundsystem soundsystem musik gimana pak ni udah th,1
andaikan mobile legend gue afk dri negri ,1
sekalian aja sampe agustusrakyat eungap eungapanberani ppkm perpanjangberani donk tanggung jawabingat ya yg adil meratasesuai janji andagampang bgt ngucap janjisusah kn nepati nyarakyat menagih janji anda,0
ppkm diperpanjang pak buat mengurangi penyebaran covid takut mahasiswa turun kejalanan demo lagi,1
maskermu jok biasanya klo pesen bebek geprek pedasnya level  level ,1
sampai pak biar rakyat miskin sengsara bangga rakyat miskin ,1
bukanya sampe tgl skrg jd agustus,1
fasilitas olahraga yg ditutup butuh olahraga ,0
waktu psbb habis motor jual biyaya hidup,1
yang rasakan ini mau pulang gak karna perpanjangan ppkm ayah sakit keras cuma berdoa nangis semoga ayah cepat sembuh ,1
gara ppkm kabeh mlarat seng duwe peces,1
juli  agts    sept  yg mendengar yg malu  wkwkwk,0
aspek opo pak bawa dunia pak jelas,1
kami ga butuh kabar kya gtu perpanjang yg butuh uang uang uang butuh jajan pak informasi kaya gini,0
ahhh terserah atur aja sesuka pasrah varian delta varian lapar apapun,1
yang setuju ppkm perpanjang jempol nya,1
sekalian aja sampe desember sampe rakyat menjerit kelaparan,1
bisanya nyuruh gabisa ganti rugi ,1
pak rakyat meneruskan kehidupan covid jadikan alasan jgn rakyat takuti takuti dg covad covid berani corona hilang dg,1
selama corona kali kena phk pekerjaan sadis,1
leh yo opo rek dowo kakean pengagguran ae,1
coba kalo pilkada pilpres dibebaskan pasti membebaskan coba media pemerintah gak menyebarkan berita berita narona narona habis,1
level toping nya pake makronikerupuk orangetelor nya rebuspake batagor ,1
yakin agustus kalo gk percaya wong emang gk bs percaya,0
boleh bukak tp jalan tutup sepi gak orang keluar bantuan gak dapat,1
kaya maen game vaksin levelnya ppkm levelnya kpn brakhirnya petualangannya,1
lama bendera kuning mati covid mati kelaparan,1
rakyat mu makan ap bila bertnjung jwab dngan ppkm gpp ingt rakyat bkal jdi musuh mu,1
saya bantuan keberatan ppkm perpanjang tp sy rakyat pasrah menuruti pemerintah,1
ga ngerti pemimpin nya kayak gini,1
evaluasi hasil evaluasi knapa ppkm diperpanjang ppkm buang solusi lockdown,1
kopet kopet marai mumet cilikppkm perpanjang rakyat njerit bosssssssssss,1
mudahan ppkm perpanjang sampe th lg,1
ini covid ap kupu mlm sih pk nasib penjual nasi goreng solusi nya membunuh rakyat kecil pelan pelan mati,1
suka peraturan apa lebaran namanya psbb ppkm udah gtu ppkm level  pas pilkada amanaman aja masyarakat mati kelaparan virus ini mati kehendak allah swt allah melaknat orangorang menindas rakyatnya,1
corona megq proyek korupsi  mati corona dicoronakan   triliun dana ppkm  coba dananya dihapus covid selesai dgn  golput,1
rakyat mati kelaparan pak  ppkm ndak ngaruh,1
bicara aja ppkm nya aja biar jgn byk alasan perpanjang bosan dengar,1
pinter ya pak minggu minggu biar gak kaget rakyat nya,1
tambah susah rakyat bantuan tdk sampai data sdh ambil,1
aku g butuh pidato pakk hapus aj dana satgas anggarran covig insallah corona minggat,1
tangguhkan jenis cicilan pak makan aja susah aturan jam malam konyol menyebabkan kegiatan terfokus siang ya gabakal selesai ppkm paham ga si aturan lu tu ambigu,1
tanggung pakkk ampe tahun depan aja sekalian tanggung banget tanggung nanti tinggal otw rumah bapak kok hehee,1
rakyat mati corona mati kelaparan jutaan yg tdk mndapatkan bantuan,0
dimalaysia dokter perawat mogok hati indonesia yg sok superman ga takut kena covid siap oksigen uang byk sdh byk anak yg yatim ortunya meninggal mimir dl utk kadrun,0
ehh loe pade dengerin dlu pakde ngomong ppkm loe pade gk kerja kepasar makan isi pulsa dll bambang idup dimane ya loe pade hrs aturan kaga aturan idup sono,1
orang yg banggakan membantu rakyat ini kalo yg  tolong rakyat butuh yg ngurus negara ketulusan hati uangnya ,0
pengurangan pddk nih buka usaha nih dijamah bantuan apapun gimana nih tahulah,1
bos mensukseskan ppkm tolong biaya pemesanan makanan online x lipat harga asli nya ongkos kirimada biaya pemesanan lah kurir nya negara biar kalo aplikasi online harga ga bengkak kasian yg duitnya pas beli makan,1
yg nikah persulit klau perzinaan indonesia pemerintah yg nanggung dosanya,0
mendengar bansos kok gua tanda tanya yah ,1
endi bantuani seng tau uleh ngapusi,1
jgan menyalahkan mari ber doa semoga covid serna,1
kasih makan nggak kasih makan nggak ya nggaklah masak kasih makan gratis,1
pak jgn ngatur doang ga solusi,1
hanya omong kosong bisanya cuman menyengsarakan rakyat membunuh rakyat kecil,1
perpajang aja tgl agustus aja peredesiren,1
dapat inpo air keran tes hasil nya positip gimna ya bner ga saya corona tpi mah takut takuti suruh rumah trus anak pamajikan aing kumaha dak kudu babadok promah cig atth malikir nitah modar kalaparan iye teh chanel yotub ,1
pinter banget ngumuminnya bertahap pelan biar rakyat gak demo ,1
kemarin ngurus ktp apl online  alpukat betawi katanya untuk perekaman ektp ppkm darurat perekaman dibuka ppkm darurat selesai eh diperpanjang ppkm nya agustus ,1
mengurangi beban masyarakat coba tanya masyarakatmu,1
prabowo kalo indonesia bubar kenyataan beneran ,1
ya alloh bener x perpanjang langsung pinalti,1
nasib kuli bnagunan gimana pemasukan bantuan,1
perpanjang aja trus pak biar puas,1
yaaaaah gimana nihkeputusan sendirikan pemilihan ta  yg salah sendiri org jabatan pilih dg siapa  orang yg jabatan runtuh dg yg memilihtunggu nya ,0
 sekilat info  sejak ppkm mencegah penularan covid positif   positif pengangguran,1
pak gak gitu kasihan pedagang dagangan nya diambil pol pp,1
kayak makanan level pedas kali klo gtu ,1
yg blg pemerintah ga kerja sendiri ah payah kalah rakyat rakyat aja kerja sndr bnyk virus blokade lockdown gratisan listrik  air kontrakan cicilan jalan terus gaji org kyk bpk pajak upeti kalah lo ga kerja sndr rakyat ,1
masyarakat d melawan covid tp yg memelihara gk d apain kan repot,0
rakyat yg peduli kalo makan besok,0
semakin ppkm diki virus corona betul,1
klau diperpanjang ya mati aja bahi rakyat miskin bantuan merata ga,1
bikin aturan solusi peraturan mnyuruh prokes saja rakyat mnurut kalo bs bkrrja solusinya,1
mau cari pinjaman kmn lg makan sehari mau utang aja gk yg ngutangin lg ,0
gak nama nya ppkm kebaikan ekonomi kallo fahami sampek ppkm pelan pelan mati,1
 pemimpin mengsengsarakan pengikutnyamasyarakatnya apapun alasannya kecuali pemimpinnya berkorban mensejahterakan rakyatnya,1
ppkm tok kerjoan sepi rakyat mu nakam opo,1
di alquran korona tuh ada alquran tuliskan orang mati karna korona ini karna lebihin,1
prakerja perpanjang pak udah cuman bulan sebulan nya ribu doang lagi mau idup gimana duit segitu kalo di desakampung mah gpp lah ni di jakarta gimana,1
anak kos rumah tangga gk bantuan skrg korona merata dikalangan org berdampak entahlah,1
